200    
24 12 19 23 27
24 5 15 41 27
24 12 14 39 26
24 13 22 44 25
24 12 22 41 28
24 13 22 43 30
24 13 23 42 30
24 14 23 43 31
24 14 22 42 29
24 12 23 42 29
24 12 23 43 30
24 13 23 43 30
24 13 23 39 22
24 13 23 38 22
24 14 24 38 29
24 12 23 36 29
24 13 22 38 29
24 12 23 37 32
24 10 23 37 34
24 12 22 36 32
24 12 23 41 30
24 16 24 36 24
24 10 22 35 27
24 12 22 35 27
24 10 24 37 30
24 10 22 39 40
24 12 22 39 41
24 12 23 39 43
24 10 23 45 41
24 10 22 33 43
24 10 23 34 43
24 13 22 35 43
24 13 23 35 42
24 13 22 35 43
24 14 22 36 41
24 14 22 35 43
24 12 24 36 41
24 16 22 36 43
24 15 23 35 43
24 13 24 36 42
24 14 24 37 43
24 13 24 37 43
24 13 24 36 43
24 14 23 37 41
24 12 22 37 41
24 13 24 36 41
24 13 23 37 43
24 14 22 36 42
24 14 23 36 43
24 14 22 36 43
24 14 22 36 42
24 13 22 36 43
24 13 24 36 42
24 14 23 36 42
24 13 24 36 43
24 13 24 36 42
24 14 22 36 42
24 14 22 36 41
24 14 23 37 42
24 13 23 36 41
24 14 23 36 42
24 14 24 37 42
24 13 24 36 41
24 15 23 35 42
24 15 24 36 43
24 16 23 37 41
24 15 24 38 42
24 15 23 37 42
24 15 23 37 42
24 15 21 36 43
24 15 23 37 41
24 16 23 36 41
24 14 22 37 41
24 16 23 37 41
24 15 23 37 42
24 16 22 38 43
24 16 23 37 42
24 15 23 38 41
24 15 23 37 43
24 14 23 37 42
24 12 23 37 41
24 12 23 38 42
24 11 23 36 43
24 12 22 36 43
24 12 23 36 43
24 11 23 37 43
24 11 23 36 43
24 8 23 36 42
24 9 23 37 42
24 11 23 36 43
24 12 23 36 42
24 13 22 36 42
24 12 23 36 42
24 12 22 37 43
24 12 23 37 43
24 11 22 36 43
24 13 23 36 43
24 16 22 36 43
24 18 23 36 44
24 18 23 36 42
24 18 22 36 42
24 18 23 37 42
24 18 22 37 43
24 17 22 36 42
24 17 23 37 43
24 18 24 37 43
24 18 23 37 43
24 18 23 36 42
24 18 22 37 43
24 19 23 36 43
24 19 23 37 41
24 19 22 37 42
24 20 22 37 42
24 20 23 36 42
24 19 22 36 41
24 19 23 37 41
24 19 22 37 41
24 19 22 36 41
24 19 23 37 40
24 19 23 37 42
24 19 23 38 42
24 19 22 37 41
24 20 22 37 42
24 18 22 37 41
24 19 23 36 42
24 19 22 37 40
24 18 22 38 34
24 19 22 36 33
24 18 17 37 33
24 18 17 37 33
24 19 17 37 32
24 17 17 38 33
24 19 24 37 32
24 18 22 37 38
24 18 23 37 38
24 19 23 37 37
24 18 23 37 38
24 18 22 37 38
24 18 23 36 37
24 18 23 37 37
24 17 23 36 38
24 18 23 37 36
24 18 23 36 39
24 17 23 37 37
24 18 23 36 36
24 18 23 37 37
24 18 23 36 37
24 16 25 36 38
24 17 23 36 39
24 18 23 35 37
24 17 23 36 38
24 18 24 37 37
24 17 24 37 36
24 18 24 36 37
24 18 24 37 36
24 19 24 36 38
24 18 23 35 36
24 18 24 36 38
24 17 24 34 37
24 18 24 35 36
24 18 24 34 35
24 18 24 35 36
24 17 26 34 35
24 18 24 35 38
24 17 24 35 38
24 18 25 34 39
24 18 24 34 40
24 17 25 34 38
24 18 24 34 39
24 18 18 32 38
24 18 22 31 38
24 17 26 31 39
24 18 24 30 35
24 17 27 31 27
24 17 27 31 27
24 18 25 34 28
24 18 24 37 29
24 17 25 34 28
24 17 25 35 28
24 18 24 35 28
24 17 25 35 29
24 17 25 34 29
24 18 24 34 30
24 16 24 34 29
24 17 24 34 30
24 17 24 34 28
24 17 24 35 29
24 17 24 34 29
24 17 24 34 30
24 18 24 34 28
24 17 23 34 30
24 17 21 34 30
24 17 23 34 30
24 17 24 34 35
24 18 24 34 27
24 16 24 35 27
24 17 24 34 28
24 17 24 34 29
24 17 24 34 28
24 17 24  28
