40 4 0
41 11 0.01
42 51 0.05
43 85 0.09
44 170 0.17
45 171 0.17
46 193 0.19
47 164 0.16
48 82 0.08
49 25 0.03
50 20 0.02
51 18 0.02
52 4 0
53 0 0
54 0 0
55 2 0
56 0 0
57 0 0
58 0 0
59 0 0
60 0 0
