200    
22 0 25 32 47
22 0 27 33 47
22 0 27 31 46
22 0 27 33 47
22 0 27 32 47
22 0 25 32 47
22 0 25 33 46
22 0 26 32 46
22 0 25 32 46
22 0 27 32 47
22 0 26 32 46
22 0 26 32 46
22 0 27 33 47
22 0 27 33 47
22 0 27 32 46
22 0 27 32 46
22 0 26 32 46
22 0 26 33 47
22 0 27 32 47
22 0 27 33 46
22 0 26 32 46
22 0 27 32 47
22 0 28 32 47
22 0 27 33 46
22 0 26 33 46
22 0 26 32 46
22 0 26 32 46
22 0 25 32 46
22 0 27 33 46
22 0 27 32 46
22 0 27 32 46
22 0 26 33 46
22 0 27 32 46
22 0 27 32 46
22 0 27 32 46
22 0 27 33 45
22 0 27 33 47
22 0 26 32 46
22 0 27 33 46
22 0 26 32 47
22 0 26 32 45
22 0 26 33 46
22 0 26 32 46
22 0 27 33 47
22 0 27 32 47
22 0 26 32 46
22 0 28 32 46
22 0 27 33 47
22 0 27 33 46
22 0 26 32 47
22 0 25 33 46
22 0 27 33 46
22 0 26 32 45
22 0 26 33 46
22 0 27 33 46
22 0 27 32 45
22 0 26 33 46
22 0 27 33 46
22 0 27 33 47
22 0 26 32 46
22 0 26 33 46
22 0 27 31 46
22 0 26 32 46
22 0 27 32 47
22 0 26 33 45
22 0 25 32 46
22 0 30 32 45
22 0 28 32 46
22 0 27 32 46
22 0 30 30 45
22 0 29 31 46
22 0 29 31 46
22 0 28 30 46
22 0 28 31 46
22 0 29 31 46
22 0 28 31 46
22 0 30 31 46
22 0 29 31 45
22 0 28 31 46
22 0 28 31 46
22 0 29 30 46
22 0 29 31 46
22 0 30 30 46
22 0 30 30 46
22 0 29 31 46
22 0 29 31 47
22 0 28 30 46
22 0 30 31 46
22 0 28 31 46
22 0 27 30 45
22 0 29 30 46
22 0 29 31 45
22 0 29 30 46
22 0 29 31 46
22 0 29 31 46
22 0 30 31 46
22 0 30 31 46
22 0 28 31 46
22 0 30 31 45
22 0 30 31 46
22 0 29 31 46
22 0 27 30 46
22 0 29 30 46
22 0 29 30 46
22 0 28 31 46
22 0 30 31 46
22 0 30 31 46
22 0 31 31 46
22 0 30 31 45
22 0 31 31 46
22 0 28 30 45
22 0 29 31 46
22 0 29 31 46
22 0 29 30 45
22 0 29 31 45
22 0 28 30 45
22 0 29 31 45
22 0 30 31 46
22 0 29 31 46
22 0 30 31 46
22 0 30 30 45
22 0 30 31 45
22 0 29 31 46
22 0 31 31 45
22 0 30 31 46
22 0 30 31 46
22 0 30 31 46
22 0 29 31 47
22 0 30 31 45
22 0 30 30 45
22 0 31 30 47
22 0 28 30 45
22 0 30 31 47
22 0 30 30 46
22 0 29 31 46
22 0 30 31 46
22 0 28 30 45
22 0 28 31 45
22 0 29 30 47
22 0 28 30 46
22 0 29 31 45
22 0 30 31 46
22 0 30 31 46
22 0 29 30 46
22 0 30 30 46
22 0 29 31 46
22 0 28 31 46
22 0 30 31 47
22 0 29 31 46
22 0 30 31 45
22 0 31 31 45
22 0 30 31 45
22 0 29 31 47
22 0 28 31 45
22 0 28 31 46
22 0 28 30 47
22 0 30 31 45
22 0 28 31 46
22 0 29 31 46
22 0 30 31 45
22 0 30 30 46
22 0 27 31 46
22 0 29 30 45
22 0 27 31 44
22 0 28 31 47
22 0 27 30 46
22 0 27 30 46
22 0 28 33 46
22 0 28 34 45
22 0 28 33 46
22 0 28 33 46
22 0 28 33 46
22 0 27 33 46
22 0 28 33 47
22 0 27 33 46
22 0 29 33 47
22 0 27 34 46
22 0 27 33 46
22 0 27 33 45
22 0 27 33 45
22 0 28 33 46
22 0 28 33 46
22 0 27 34 45
22 0 27 33 46
22 0 28 33 46
22 0 29 33 46
22 0 27 33 46
22 0 28 32 46
22 0 28 33 46
22 0 30 33 47
22 0 29 34 46
22 0 28 33 46
22 0 28 34 46
22 0 28 33 46
22 0 28 34 45
22 0 27 33 46
22 0 32 33 46
22 0 31 32 43
22 0 31 33 44
22 0 32 33 43
