200      
3 4 8 4 0 11 33
3 1 8 6 0 16 38
3 12 6 11 0 18 35
3 13 9 9 0 15 34
3 2 10 9 0 12 35
3 6 13 10 0 10 35
3 5 13 14 0 8 41
3 4 8 12 0 14 42
3 3 12 13 0 4 42
3 6 8 11 0 9 41
3 1 12 13 0 8 39
3 12 12 12 0 9 42
3 4 11 7 0 11 40
3 0 7 8 0 6 43
3 0 13 11 0 10 42
3 0 10 9 0 13 38
3 0 9 6 0 10 31
3 0 13 5 0 12 34
3 0 4 8 0 13 39
3 0 5 3 0 6 39
3 0 4 10 0 12 42
3 0 6 12 0 11 42
3 0 2 12 0 12 41
3 0 11 13 0 14 41
3 0 9 11 0 14 44
3 0 7 11 0 14 46
3 0 10 13 0 12 46
3 0 10 12 0 11 43
3 0 8 11 0 12 48
3 0 3 12 0 11 47
3 0 17 14 0 12 48
3 0 20 13 0 11 42
3 0 16 10 0 6 42
3 0 8 9 0 0 43
3 0 15 7 0 6 43
3 0 14 12 0 11 42
3 0 11 9 0 10 39
3 0 12 10 0 12 39
3 0 12 9 0 12 39
3 0 8 9 0 10 40
3 0 9 6 0 9 44
3 0 10 10 0 11 49
3 0 11 8 0 8 50
3 0 14 10 0 8 47
3 0 10 9 0 7 47
3 0 17 7 0 14 46
3 0 17 11 0 14 43
3 0 6 9 0 11 43
3 0 16 7 0 13 43
3 0 17 8 0 13 44
3 0 12 6 0 11 44
3 0 10 5 0 12 44
3 0 14 6 0 14 40
3 0 10 7 0 13 38
3 0 10 7 0 14 37
3 0 10 7 0 17 37
3 0 9 7 0 16 38
3 0 10 22 0 16 38
3 0 11 18 0 15 39
3 0 10 16 0 14 44
3 0 12 18 0 17 45
3 0 12 19 0 18 44
3 0 10 24 0 14 44
3 0 11 23 0 14 45
3 0 10 24 0 16 45
3 0 13 23 0 16 45
3 0 11 21 0 23 46
3 0 14 9 0 20 44
3 0 12 7 0 18 43
3 0 12 8 0 16 44
3 0 12 9 0 23 43
3 0 14 6 0 21 42
3 0 9 0 0 20 42
3 0 12 10 0 19 43
3 0 9 9 0 11 42
3 0 8 9 0 21 43
3 0 6 9 0 17 42
3 0 0 4 0 18 42
3 0 0 6 0 14 41
3 0 0 4 0 12 43
3 0 0 5 0 20 42
3 0 0 6 0 15 41
3 0 0 7 0 20 42
3 0 0 7 0 16 42
3 0 0 5 0 15 42
3 0 0 6 0 19 42
3 0 0 4 0 18 42
3 0 0 9 0 10 38
3 0 0 10 0 9 42
3 0 0 6 0 9 43
3 0 0 7 0 11 43
3 0 0 7 0 9 43
3 0 0 9 0 9 40
3 0 0 9 0 8 42
3 0 0 10 0 9 43
3 0 0 11 0 10 42
3 0 0 9 0 10 43
3 0 0 4 0 11 41
3 0 0 8 0 11 40
3 0 0 1 0 9 40
3 0 0 9 0 10 40
3 0 0 9 0 8 37
3 0 0 7 0 8 38
3 0 0 6 0 10 37
3 0 0 6 0 10 35
3 0 0 10 0 10 36
3 0 0 7 0 13 34
3 0 0 5 0 10 37
3 0 0 0 0 10 34
3 0 0 0 0 11 33
3 0 0 0 0 10 34
3 0 0 0 0 9 34
3 0 0 0 0 11 34
3 0 0 0 0 10 34
3 0 0 0 0 10 35
3 0 0 0 0 8 34
3 0 0 0 0 10 34
3 0 0 0 0 8 34
3 0 0 0 0 10 34
3 0 0 0 0 10 35
3 0 0 0 0 13 35
3 0 0 0 0 11 34
3 0 0 0 0 11 34
3 0 0 0 0 9 35
3 0 0 0 0 10 34
3 0 0 0 0 11 34
3 0 0 0 0 15 34
3 0 0 0 0 16 34
3 0 0 0 0 13 35
3 0 0 0 0 14 35
3 0 0 0 0 15 34
3 0 0 0 0 12 34
3 0 0 0 0 11 34
3 0 0 0 0 13 34
3 0 0 0 0 11 33
3 0 0 0 0 17 35
3 0 0 0 0 13 34
3 0 0 0 0 13 34
3 0 0 0 0 7 35
3 0 0 0 0 15 34
3 0 0 0 0 14 33
3 0 0 0 0 12 33
3 0 0 0 0 13 33
3 0 0 0 0 14 33
3 0 0 0 0 14 33
3 0 0 0 0 12 33
3 0 0 0 0 14 34
3 0 0 0 0 15 35
3 0 0 0 0 15 32
3 0 0 0 0 14 33
3 0 0 0 0 15 33
3 0 0 0 0 15 34
3 0 0 0 0 15 32
3 0 0 0 0 15 33
3 0 0 0 0 16 33
3 0 0 0 0 14 32
3 0 0 0 0 14 35
3 0 0 0 0 15 33
3 0 0 0 0 14 31
3 0 0 0 0 15 30
3 0 0 0 0 12 33
3 0 0 0 0 12 37
3 0 0 0 0 14 37
3 0 0 0 0 15 37
3 0 0 0 0 14 36
3 0 0 0 0 13 43
3 0 0 0 0 14 43
3 0 0 0 0 11 41
3 0 0 0 0 12 37
3 0 0 0 0 11 41
3 0 0 0 0 16 42
3 0 0 0 0 16 38
3 0 0 0 0 14 36
3 0 0 0 0 11 42
3 0 0 0 0 13 42
3 0 0 0 0 13 35
3 0 0 0 0 8 40
3 0 0 0 0 11 40
3 0 0 0 0 13 41
3 0 0 0 0 12 43
3 0 0 0 0 9 40
3 0 0 0 0 10 46
3 0 0 0 0 11 48
3 0 0 0 0 8 49
3 0 0 0 0 12 48
3 0 0 0 0 8 48
3 0 0 0 0 9 40
3 0 0 0 0 9 43
3 0 0 0 0 8 42
3 0 0 0 0 10 41
3 0 0 0 0 12 36
3 0 0 0 0 12 42
3 0 0 0 0 13 42
3 0 0 0 0 11 42
3 0 0 0 0 9 38
3 0 0 0 0 10 40
3 0 0 0 0 13 36
3 0 0 0 0 15 41
3 0 0 0 0 13 42
3 0 0 0 0 0 43
